ROOT	STATUS	PATTERN_LEMMA_PROPOSED
d.h.w.l	BACKOFF-1	mi1a23i4
d.h.w.s d.h.s	BACKOFF-2	ROOT_ERROR
d.j.j	BACKOFF-1	mi1a2~i3
d.j.l	BACKOFF-1	mi1a2~i3
d.j.d.j	BACKOFF-1	mi1a23i4
d.k.r	BACKOFF-1	mi1a2~a3
d.k.k	BACKOFF-1	mi1a2~i3
d.k.m	BACKOFF-1	mi1a2~i3
d.k.n	BACKOFF-1	mi1a2~i3
d.k.d.k	BACKOFF-1	mi1a23i4
l.H.q	LOOKUP_DEDIAC-1	mi1A2i3
l.H.Z	LOOKUP_DEDIAC-1	mi1A2i3
d.l.E	BACKOFF-1	mi1a2~a3
d.l.k	LOOKUP_DEDIAC-1	mi1a2~i3
d.l.l	LOOKUP_DEDIAC-1	mi1a2~i3
d.l.s	LOOKUP_DEDIAC-1	mi1a2~i3
d.l.d.q	BACKOFF-1	mi1a23a4
d.l.d.l	BACKOFF-1	mi1a23i4
d.m.E	LOOKUP_DEDIAC-1	mi1a2~a3
l.k.m	LOOKUP_DEDIAC-1	mi1A2i3
d.m.r	LOOKUP_DEDIAC-1	mi1a2~a3
d.m.l	BACKOFF-1	mi1a2~i3
d.m.s	LOOKUP_DEDIAC-1	mi1a2~i3
d.m.d.m	BACKOFF-1	mi1a23i4
n.q.$	LOOKUP_DEDIAC-1	mi12A3
l.m.s	BACKOFF-1	mi1A2i3
d.m.l.j	BACKOFF-1	mi1a23i4
d.m.l.k	BACKOFF-1	mi1a23i4
d.m.y.T	BACKOFF-1	mi1a23a4
d.n.s	BACKOFF-1	mi1a2~i3
d.n.d.$	BACKOFF-1	mi1a23i4
n.q.r	LOOKUP_DEDIAC-1	mi12A3
d.n.d.n	BACKOFF-1	mi1a23i4
d.n.j.l	BACKOFF-1	mi1a23i4
d.q.q	LOOKUP_DEDIAC-1	mi1a2~a3
d.q.r	BACKOFF-1	mi1a2~a3
d.q.d.q	BACKOFF-1	mi1a23a4
d.q.l.j	BACKOFF-1	mi1a23i4
d.r.b	LOOKUP_DEDIAC-1	mi1a2~a3
d.r.E	LOOKUP_DEDIAC-1	mi1a2~a3
d.r.j	LOOKUP_DEDIAC-1	mi1a2~a3
d.r.n	BACKOFF-1	mi1a2~a3
l.T.f	BACKOFF-1	mi1A2i3
d.r.s	LOOKUP_DEDIAC-1	mi1a2~i3
d.r.z	BACKOFF-1	mi1a2~i3
d.r.b.k	BACKOFF-1	mi1a23i4
d.r.d.E	BACKOFF-1	mi1a23a4
d.r.d.H	BACKOFF-1	mi1a23a4
d.r.d.r	BACKOFF-1	mi1a23a4
d.r.d.$	BACKOFF-1	mi1a23i4
d.r.d.b	BACKOFF-1	mi1a23i4
d.r.d.j	BACKOFF-1	mi1a23i4
d.r.d.k	BACKOFF-1	mi1a23i4
l.w.E	LOOKUP_DEDIAC-1	mi1A2i3
l.w.S	LOOKUP_DEDIAC-1	mi1A2i3
d.r.d.m	BACKOFF-1	mi1a23i4
d.r.f.l	BACKOFF-1	mi1a23i4
d.r.g.m	BACKOFF-1	mi1a23a4
d.r.m.g	BACKOFF-1	mi1a23a4
d.r.w.x	BACKOFF-1	mi1a23a4
d.r.w.$	BACKOFF-1	mi1a23i4
d.s.d.s	BACKOFF_NO_GOLD_ROOT-1	mi1a23i4
m.d.g d.w.g	BACKOFF-2	1i2aw~a3
l.y.m	BACKOFF-1	mi1A2i3
d.w.q	BACKOFF-1	mi1a2~a3
d.w.r	LOOKUP_DEDIAC-1	mi1a2~a3
l.z.m	LOOKUP_DEDIAC-1	mi1A2i3
d.w.x	BACKOFF-1	mi1a2~a3
d.w.b	BACKOFF-1	mi1a2~i3
d.w.d	LOOKUP_DEDIAC-1	mi1a2~i3
d.w.k	BACKOFF-1	mi1a2~i3
d.w.l	BACKOFF-1	mi1a2~i3
d.w.m	BACKOFF-1	mi1a2~i3
d.w.n	LOOKUP_DEDIAC-1	mi1a2~i3
d.w.s	LOOKUP_DEDIAC-1	mi1a2~i3
d.w.H.r	BACKOFF-1	mi1a23a4
d.w.H.s	BACKOFF-1	mi1a23a4
d.w.z.n	BACKOFF-1	mi1a23a4
d.x.l	LOOKUP_DEDIAC-1	mi1a2~a3
d.x.n	LOOKUP_DEDIAC-1	mi1a2~a3
d.x.$.b	BACKOFF-1	mi1a23i4
d.x.m.s	BACKOFF-1	mi1a23i4
d.w.r	LOOKUP_DEDIAC-1	mi1ay~a3
d.y.k	BACKOFF-1	mi1a2~i3
NTWS	LOOKUP_DEDIAC-1	NTWS
d.l.E	BACKOFF-1	mi12a3~
d.r.k	LOOKUP_DEDIAC-1	mi12i3
E.*.b	LOOKUP_DEDIAC-1	mi1a2~i3
E.$.q	LOOKUP_DEDIAC-1	mi1a2~a3
E.$.r	LOOKUP_DEDIAC-1	mi1a2~a3
E.$.$	BACKOFF-1	mi1a2~i3
E.$.m	BACKOFF-1	mi1a2~i3
E.b.q	BACKOFF-1	mi1a2~a3
E.b.r	LOOKUP_DEDIAC-1	mi1a2~a3
E.b.T	BACKOFF-1	mi1a2~a3
E.b.s	BACKOFF-1	mi1a2~i3
E.b.E.b	BACKOFF-1	mi1a23a4
E.D.m	BACKOFF-1	mi1a2~a3
E.d.d	LOOKUP_DEDIAC-1	mi1a2~i3
E.d.n	LOOKUP_DEDIAC-1	mi1a2~i3
E.D.E.D	BACKOFF-1	mi1a23a4
E.f.q	BACKOFF-1	mi1a2~a3
E.f.r	LOOKUP_DEDIAC-1	mi1a2~a3
E.f.S	BACKOFF-1	mi1a2~a3
E.f.$	BACKOFF-1	mi1a2~i3
E.f.f	BACKOFF-1	mi1a2~i3
E.f.n	LOOKUP_DEDIAC-1	mi1a2~i3
E.f.l.S	BACKOFF-1	mi1a23a4
E.f.r.t	BACKOFF-1	mi1a23a4
m.n.E	BACKOFF-1	mi1A2i3
E.j.l	LOOKUP_DEDIAC-1	mi1a2~i3
E.j.n	LOOKUP_DEDIAC-1	mi1a2~i3
E.j.z	LOOKUP_DEDIAC-1	mi1a2~i3
E.k.$	BACKOFF-1	mi1a2~a3
E.k.r	LOOKUP_DEDIAC-1	mi1a2~a3
E.k.m	BACKOFF-1	mi1a2~i3
E.k.n.n	LOOKUP_DEDIAC-1	mi1a23i4
E.k.r.t	BACKOFF-1	mi1a23a4
E.l.b	LOOKUP_DEDIAC-1	mi1a2~i3
E.m.l	LOOKUP_DEDIAC-1	mi1a2~i3
m.r.s	LOOKUP_DEDIAC-1	mi1A2i3
E.m.m	LOOKUP_DEDIAC-1	mi1a2~i3
E.n.f	BACKOFF-1	mi1a2~i3
E.n.j.r	BACKOFF-1	mi1a23a4
E.n.t.l	BACKOFF-1	mi1a23a4
E.n.w.n	LOOKUP_DEDIAC-1	mi1a23i4
E.q.b	LOOKUP_DEDIAC-1	mi1a2~a3
E.q.d	LOOKUP_DEDIAC-1	mi1a2~a3
E.q.l	LOOKUP_DEDIAC-1	mi1a2~a3
E.q.r	BACKOFF-1	mi1a2~a3
E.q.r.b	LOOKUP_DEDIAC-1	mi1a23a4
E.r.$	BACKOFF-1	mi1a2~a3
E.r.f	BACKOFF-1	mi1a2~a3
E.r.j	LOOKUP_DEDIAC-1	mi1a2~a3
E.r.m	BACKOFF-1	mi1a2~a3
E.r.q	LOOKUP_DEDIAC-1	mi1a2~a3
T.w.d	LOOKUP_DEDIAC-1	min1A3
E.r.S	LOOKUP_DEDIAC-1	mi1a2~a3
E.r.b.d	LOOKUP_DEDIAC-1	mi1a23i4
n.T.q	LOOKUP_DEDIAC-1	mi12a3ap
E.r.b.n	BACKOFF-1	mi1a23i4
E.r.q.b	BACKOFF-1	mi1a23a4
m.t.l	BACKOFF-1	mi1A2i3
E.r.q.l	LOOKUP_DEDIAC-1	mi1a23a4
m.v.l	LOOKUP_DEDIAC-1	mi1A2i3
E.r.q.S	BACKOFF-1	mi1a23a4
E.S.b	BACKOFF-1	mi1a2~a3
E.S.j	BACKOFF-1	mi1a2~a3
E.s.r	LOOKUP_DEDIAC-1	mi1a2~a3
E.s.l	LOOKUP_DEDIAC-1	mi1a2~i3
E.s.E.s	BACKOFF-1	mi1a23a4
E.S.f.r	LOOKUP_DEDIAC-1	mi1a23a4
E.s.k.r	LOOKUP_DEDIAC-1	mi1a23a4
E.S.l.j	BACKOFF-1	mi1a23a4
E.T.b	BACKOFF-1	mi1a2~a3
E.T.l	LOOKUP_DEDIAC-1	mi1a2~a3
E.T.n	BACKOFF-1	mi1a2~a3
E.t.q	LOOKUP_DEDIAC-1	mi1a2~a3
E.t.r E.r.r	LOOKUP_DEDIAC-2	mi1at~a2
E.T.r	LOOKUP_DEDIAC-1	mi1a2~a3
E.T.s	LOOKUP_DEDIAC-1	mi1a2~a3
E.t.b	BACKOFF-1	mi1a2~i3
E.l.l	LOOKUP_DEDIAC-1	mi1at~i2
m.z.j	BACKOFF-1	mi1A2i3
E.m.m E.t.m	LOOKUP_DEDIAC-2	ROOT_ERROR
E.t.r.s E.r.s	BACKOFF-2	ROOT_ERROR
E.w.q	LOOKUP_DEDIAC-1	mi1a2~a3
E.w.r	LOOKUP_DEDIAC-1	mi1a2~a3
E.w.d	LOOKUP_DEDIAC-1	mi1a2~i3
E.w.m	BACKOFF-1	mi1a2~i3
E.y.r	LOOKUP_DEDIAC-1	mi1a2~a3
E.y.T m.E.T	BACKOFF-2	mi1a2~a3
n.t.n	BACKOFF-1	mi12i3ap
E.y.$	BACKOFF-1	mi1a2~i3
E.y.b	LOOKUP_DEDIAC-1	mi1a2~i3
m.n.*.E n.*.E	BACKOFF_NO_GOLD_ROOT-2	1i23A4
n.*.l	BACKOFF-1	mi12a3~
m.n.*.m n.*.m	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
*.E.r	BACKOFF-1	min1i2i3
*.h.l	LOOKUP_DEDIAC-1	min1i2i3
*.k.r	BACKOFF-1	min1i2i3
n.$.d	LOOKUP_DEDIAC-1	min2a3~
n.$.f	BACKOFF-1	mi12A3
m.n.$.k n.$.k	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
n.$.l	BACKOFF-1	mi12A3
n.$.l	BACKOFF-1	mi12a3~
m.n.$.m n.$.m	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
$.q.q	LOOKUP_DEDIAC-1	min1a2~
n.$.T	BACKOFF-1	mi12A3
m.n.$.x n.$.x	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
$.b.h	BACKOFF-1	min1i2i3
$.b.k	BACKOFF-1	min1i2i3
$.d.h	BACKOFF-1	min1i2i3
$.d.x	BACKOFF-1	min1i2i3
$.E.f	BACKOFF-1	min1i2i3
$.E.T	BACKOFF-1	min1i2i3
$.f.T	BACKOFF-1	min1i2i3
$.g.l	LOOKUP_DEDIAC-1	min1i2i3
$.h.r	BACKOFF-1	min1i2i3
$.H.T	BACKOFF-1	min1i2i3
$.k.H	BACKOFF-1	min1i2i3
$.k.m	BACKOFF-1	min1i2i3
$.k.r	BACKOFF-1	min1i2i3
$.l.H	BACKOFF-1	min1i2i3
$.m.t	BACKOFF-1	min1i2i3
$.n.T	BACKOFF-1	min1i2i3
$.q.f	BACKOFF-1	min1i2i3
$.r.b	BACKOFF-1	min1i2i3
$.r.H	BACKOFF-1	min1i2i3
$.r.k	BACKOFF-1	min1i2i3
$.r.m	BACKOFF-1	min1i2i3
$.r.T	BACKOFF-1	min1i2i3
$.r.x	BACKOFF-1	min1i2i3
$.T.b	BACKOFF-1	min1i2i3
$.T.f	BACKOFF-1	min1i2i3
n.x.r	LOOKUP_DEDIAC-1	mi12A3
$.t.m	BACKOFF-1	min1i2i3
$.T.r	BACKOFF-1	min1i2i3
n.$.E	LOOKUP_DEDIAC-1	mina2~a3
$.q.q	LOOKUP_DEDIAC-1	mina1~a2
n.$.r	BACKOFF-1	mi1a2~a3
n.$.T	LOOKUP_DEDIAC-1	mina2~a3
n.$.f	BACKOFF-1	mi1a2~i3
n.$.n	BACKOFF-1	mi1a2~i3
n.$.z	BACKOFF-1	mi1a2~i3
E.w.d	LOOKUP_DEDIAC-1	mi1ay~i3
E.w.n E.y.n	LOOKUP_DEDIAC-2	mi1ay~i3
E.w.n E.y.n	LOOKUP_DEDIAC-2	mi1ay~i3
n.b.h	LOOKUP_DEDIAC-1	mi1a2~i3
E.Z.m	LOOKUP_DEDIAC-1	mi1a2~a3
n.d.E	BACKOFF-1	mi1a2~a3
n.D.f	BACKOFF-1	mi1a2~a3
n.d.d	LOOKUP_DEDIAC-1	mi1a2~i3
m.n.d.l	LOOKUP_DEDIAC-1	1i2a3~i4
E.z.m	LOOKUP_DEDIAC-1	mi1a2~i3
n.E.m	LOOKUP_DEDIAC-1	mina2~a3
n.E.q	BACKOFF-1	mi1a2~a3
n.E.r	BACKOFF-1	mi1a2~a3
E.k.$ n.E.k.$	BACKOFF-2	mina12i3
n.E.n.E	BACKOFF-1	mi1a23a4
n.E.n.$	BACKOFF-1	mi1a23i4
m.E.s n.E.w.s n.E.s E.w.s	BACKOFF-3+	1ina2wi3
n.f.D	LOOKUP_DEDIAC-1	mi1a2~a3
n.f.E	BACKOFF-1	mi1a2~a3
n.f.r	LOOKUP_DEDIAC-1	mi1a2~a3
n.f.x	LOOKUP_DEDIAC-1	mi1a2~a3
n.f.*	LOOKUP_DEDIAC-1	mi1a2~i3
n.f.$	BACKOFF-1	mi1a2~i3
n.f.d	BACKOFF-1	mi1a2~i3
n.f.l	BACKOFF-1	mi1a2~i3
n.f.s	LOOKUP_DEDIAC-1	mi1a2~i3
n.f.q	LOOKUP_DEDIAC-1	mi1A2i3
n.Z.r	LOOKUP_DEDIAC-1	mi12A3
n.f.r	BACKOFF-1	mi1A2i3
n.f.s	LOOKUP_DEDIAC-1	mi1A2i3
n.f.n.f	BACKOFF-1	mi1a23i4
n.g.m	LOOKUP_DEDIAC-1	mi1a2~a3
n.g.S	BACKOFF-1	mi1a2~a3
n.g.z	BACKOFF-1	mi1a2~a3
n.g.$	BACKOFF-1	mi1A2i3
n.g.m.$ g.m.$	BACKOFF-2	mi1a23i4
n.g.n.g	BACKOFF-1	mi1a23a4
n.h.D	BACKOFF-1	mi1a2~a3
n.h.q	BACKOFF-1	mi1a2~a3
n.H.r	LOOKUP_DEDIAC-1	mi1a2~a3
n.H.s	BACKOFF-1	mi1a2~a3
n.H.t	LOOKUP_DEDIAC-1	mi1a2~a3
n.H.s	BACKOFF-1	mi1a2~i3
n.h.d	BACKOFF-1	mi1A2i3
n.h.D	LOOKUP_DEDIAC-1	mi1A2i3
n.H.r	BACKOFF-1	mi1A2i3
n.H.n.H	BACKOFF-1	mi1a23a4
q.$.$	LOOKUP_DIAC-1	mi1a2~ap
h.n.h n.h.n.h	BACKOFF-2	mina12a3
n.h.r.z	BACKOFF-1	mi1a23i4
n.j.H	BACKOFF-1	mi1a2~a3
n.j.r	LOOKUP_DEDIAC-1	mi1a2~a3
n.j.d	LOOKUP_DEDIAC-1	mi1a2~i3
n.j.l	LOOKUP_DEDIAC-1	mi1a2~i3
n.j.m	LOOKUP_DEDIAC-1	mi1a2~i3
n.j.s	LOOKUP_DEDIAC-1	mi1a2~i3
n.j.z	LOOKUP_DEDIAC-1	mina2~i3
n.k.d	BACKOFF-1	mi1a2~i3
n.k.l	BACKOFF-1	mi1a2~i3
n.k.s	LOOKUP_DEDIAC-1	mi1a2~i3
n.k.t	LOOKUP_DEDIAC-1	mi1a2~i3
n.k.f	BACKOFF-1	mi1A2i3
n.m.r	LOOKUP_DEDIAC-1	mi1a2~a3
n.m.$	BACKOFF-1	mi1a2~i3
n.m.l	BACKOFF-1	mi1a2~i3
n.m.n.m	LOOKUP_DEDIAC-1	mi1a23i4
n.m.r.d m.r.d	BACKOFF-2	ROOT_ERROR
n.q.$	LOOKUP_DEDIAC-1	mi1a2~a3
n.q.b	LOOKUP_DEDIAC-1	mi1a2~a3
n.q.r	BACKOFF-1	mi1a2~a3
n.q.S	BACKOFF-1	mi1a2~a3
q.d.s	LOOKUP_DEDIAC-1	mi1a2~i3
n.q.T	LOOKUP_DEDIAC-1	mi1a2~a3
n.q.l	LOOKUP_DEDIAC-1	mi1a2~i3
q.D.y	BACKOFF-1	mi1A2i3~ap
n.q.$	LOOKUP_DEDIAC-1	mi1A2i3
n.q.D	LOOKUP_DEDIAC-1	mi1A2i3
n.q.r	BACKOFF-1	mi1A2i3
n.q.n.q	BACKOFF-1	mi1a23a4
q.r.$ n.q.r.$	BACKOFF-2	mina12a3
n.q.r.z	BACKOFF-1	mi1a23a4
n.r.f.z	LOOKUP_DEDIAC-1	mi1a23i4
S.b.b n.S.b	LOOKUP_DEDIAC-2	mina1~a2
n.S.H	BACKOFF-1	mi1a2~a3
n.S.l	BACKOFF-1	mi1a2~a3
n.s.q	LOOKUP_DEDIAC-1	mi1a2~a3
n.S.r	LOOKUP_DEDIAC-1	mi1a2~a3
n.S.S	BACKOFF-1	mi1a2~a3
n.s.l	BACKOFF-1	mi1a2~i3
n.s.m	LOOKUP_DEDIAC-1	mi1a2~i3
n.s.r	LOOKUP_DEDIAC-1	mi1a2~i3
n.s.b	LOOKUP_DEDIAC-1	mi1A2i3
n.S.r	LOOKUP_DEDIAC-1	mi1A2i3
n.s.n.s	BACKOFF-1	mi1a23i4
s.w.n n.s.w.n	BACKOFF-2	mina12i3
n.t.E	BACKOFF-1	mi1a2~a3
n.T.q	LOOKUP_DEDIAC-1	mi1a2~a3
n.t.r	BACKOFF-1	mi1a2~a3
n.T.r	BACKOFF-1	mi1a2~a3
n.T.T	BACKOFF-1	mi1a2~a3
n.t.$	BACKOFF-1	mi1a2~i3
n.t.f	BACKOFF-1	mi1a2~i3
n.t.n	LOOKUP_DEDIAC-1	mi1a2~i3
n.T.H	BACKOFF-1	mi1A2i3
t.w.r n.t.r m.t.r n.t.w.r n.w.r	BACKOFF-3+	ROOT_ERROR
n.T.w.r T.w.r n.T.r m.T.r n.w.r	BACKOFF-3+	ROOT_ERROR
n.w.E	LOOKUP_DEDIAC-1	mi1a2~a3
n.w.H m.n.H	BACKOFF-2	ROOT_ERROR
n.w.h	LOOKUP_DEDIAC-1	mi1a2~a3
n.w.r	LOOKUP_DEDIAC-1	mi1a2~a3
n.w.b	LOOKUP_DEDIAC-1	mi1a2~i3
n.w.l	LOOKUP_DEDIAC-1	mi1a2~i3
n.w.m	LOOKUP_DEDIAC-1	mi1a2~i3
n.w.$	BACKOFF-1	mi1A2i3
n.w.b	LOOKUP_DEDIAC-1	mi1A2i3
n.w.l	BACKOFF-1	mi1A2i3
n.w.r	LOOKUP_DEDIAC-1	mi1A2i3
w.n.w n.w.n.w	BACKOFF-2	mina12a3
n.x.E	BACKOFF-1	mi1a2~a3
n.x.s	LOOKUP_DEDIAC-1	mi1a2~a3
q.r.b	LOOKUP_DEDIAC-1	mi1A23ap
n.x.x	BACKOFF-1	mi1a2~a3
n.x.z	BACKOFF-1	mi1a2~i3
q.r.f	BACKOFF-1	mi1A23ap
n.x.n.x	BACKOFF-1	mi1a23a4
x.r.b n.x.r.b	BACKOFF-2	mina12a3
n.x.r m.x.r x.w.r n.x.w.r	BACKOFF-3+	mi1a2wa3
n.y.k	LOOKUP_DEDIAC-1	mi1a2~i3
n.y.l	LOOKUP_DEDIAC-1	mi1a2~i3
n.y.m	BACKOFF-1	mi1a2~i3
q.r.n.s	BACKOFF_NO_GOLD_ROOT-1	mi1a23a4
n.z.h	LOOKUP_DEDIAC-1	mi1a2~a3
n.z.h	LOOKUP_DEDIAC-1	mi1a2~i3
n.z.l	LOOKUP_DEDIAC-1	mina2~i3
n.z.z	BACKOFF-1	mi1a2~i3
n.z.E	LOOKUP_DEDIAC-1	mi1A2i3
n.z.l	LOOKUP_DEDIAC-1	mi1A2i3
n.Z.r	LOOKUP_DEDIAC-1	mi1A2i3
n.b.E	BACKOFF-1	mi12A3
E.z.z	LOOKUP_DEDIAC-1	mi1a2~i3
E.r.D	LOOKUP_DEDIAC-1	mi12i3~
n.b.s	BACKOFF-1	mi12A3
E.*.r	BACKOFF-1	mi1ti2i3
E.b.r	LOOKUP_DEDIAC-1	mi1ti2i3
E.d.l	LOOKUP_DEDIAC-1	mi1ti2i3
E.k.f	LOOKUP_DEDIAC-1	mi1ti2i3
b.h.j	BACKOFF-1	min1i2i3
q.s.y	BACKOFF-1	mi1A2i3~ap
b.h.m	BACKOFF-1	min1i2i3
b.h.r	BACKOFF-1	min1i2i3
b.h.t	BACKOFF-1	min1i2i3
E.m.d	LOOKUP_DEDIAC-1	mi1ti2i3
E.t.q	LOOKUP_DEDIAC-1	mi12i3
E.q.d	LOOKUP_DEDIAC-1	mi1ti2i3
E.q.l	LOOKUP_DEDIAC-1	mi1ti2i3
m.n.d.$ n.d.$	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
n.d.b	LOOKUP_DEDIAC-1	mi12a3~
n.D.b	LOOKUP_DEDIAC-1	mi12a3~
n.D.f	BACKOFF-1	mi12A3
n.d.f	LOOKUP_DEDIAC-1	mi12a3~
m.n.D.m n.D.m	BACKOFF_NO_GOLD_ROOT-2	1i23A4
D.m.m	LOOKUP_DEDIAC-1	min1a2~
m.q.t	BACKOFF-1	1i2A3iy
q.t.l	LOOKUP_DEDIAC-1	mi1A23ap
q.T.q.T	BACKOFF-1	mi1a23a4
m.n.d m.n.d.n n.d.n	BACKOFF_NO_GOLD_ROOT-3+	1i23An
m.n.D.n n.D.n	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
m.n.d.q n.d.q	BACKOFF_NO_GOLD_ROOT-2	1i23A4
m.n.d.q n.d.q	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
m.q.w.T.t	BACKOFF_NO_GOLD_ROOT-1	1i2a3~a4A5iy
n.d.r	BACKOFF-1	mi12A3
m.q.w.l.t	BACKOFF_NO_GOLD_ROOT-1	1i2a3~i4A5iy
n.D.r	BACKOFF-1	mi12a3~
m.n.d.s n.d.s	BACKOFF_NO_GOLD_ROOT-2	1i23A4
d.s.s	LOOKUP_DEDIAC-1	min1a2~
m.n.D.x n.D.x	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
q.w.H	BACKOFF-1	mi1A23ap
d.$.t	BACKOFF-1	min1i2i3
D.b.$	BACKOFF-1	min1i2i3
d.b.g n.b.g	BACKOFF-2	min1i2i3
q.w.l	LOOKUP_DEDIAC-1	mi1A23ap
d.b.H n.b.H	BACKOFF-2	min1i2i3
n.b.q d.b.q	BACKOFF-2	ROOT_ERROR
d.E.k	BACKOFF-1	min1i2i3
d.E.q n.E.q	BACKOFF-2	min1i2i3
n.f.E d.f.E	BACKOFF-2	ROOT_ERROR
d.f.n	BACKOFF-1	min1i2i3
	NO_ROOT	
n.f.q d.f.q	BACKOFF-2	ROOT_ERROR
d.f.s n.f.s	BACKOFF-2	ROOT_ERROR
d.g.m n.g.m	BACKOFF-2	min1i2i3
d.g.n	BACKOFF-1	min1i2i3
D.g.T	BACKOFF-1	min1i2i3
d.h.$	LOOKUP_DEDIAC-1	min1i2i3
q.d.f	BACKOFF-1	mi12A3
q.d.r	LOOKUP_DEDIAC-1	mi12A3
q.d.r	LOOKUP_DEDIAC-1	mi12A3
m.q.l	LOOKUP_DEDIAC-1	1i23ap
q.l.y	LOOKUP_DEDIAC-1	mi12aY
d.H.k	BACKOFF-1	min1i2i3
d.H.s n.H.s	BACKOFF-2	min1i2i3
q.d.r	LOOKUP_DEDIAC-1	mi1ti2i3
d.h.s	BACKOFF-1	min1i2i3
D.l.E	BACKOFF-1	min1i2i3
d.l.q	LOOKUP_DEDIAC-1	min1i2i3
d.m.g	BACKOFF-1	min1i2i3
	NO_ROOT	
q.y.s	LOOKUP_DEDIAC-1	mi12A3
r.$.q	BACKOFF-1	mi1a2~a3
d.m.j	LOOKUP_DEDIAC-1	min1i2i3
d.m.k	BACKOFF-1	min1i2i3
r.$.m	BACKOFF-1	mi1A23ap
n.m.l d.m.l	BACKOFF-2	ROOT_ERROR
D.r.b	BACKOFF-1	min1i2i3
d.r.j	LOOKUP_DEDIAC-1	min1i2i3
d.r.s	BACKOFF-1	min1i2i3
d.r.z	BACKOFF-1	min1i2i3
n.w.$ d.w.$	BACKOFF-2	ROOT_ERROR
n.w.r n.d.r d.w.r m.d.r	BACKOFF-3+	ROOT_ERROR
d.y.n n.y.n	BACKOFF-2	min1i2i3
m.n.E.d n.E.d	BACKOFF_NO_GOLD_ROOT-2	1i23A4
m.n.E.D n.E.D	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
r.b.T	LOOKUP_DEDIAC-1	mi1A23ap
m.n.E.k n.E.k	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
n.E.l	BACKOFF-1	mi12a3~
m.n.E	BACKOFF-1	1i23An
n.E.r	BACKOFF-1	mi12a3~
m.n.E.S n.E.S	BACKOFF_NO_GOLD_ROOT-2	1i23A4
m.r.D r.D.y	BACKOFF-2	ROOT_ERROR
m.n.E.z n.E.z	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
E.*.r	BACKOFF-1	min1i2i3
r.E.y m.r.E	BACKOFF-2	ROOT_ERROR
E.$.q	BACKOFF-1	min1i2i3
E.b.T	BACKOFF-1	min1i2i3
E.d.l	BACKOFF-1	min1i2i3
E.d.m	LOOKUP_DEDIAC-1	min1i2i3
E.j.n	BACKOFF-1	min1i2i3
E.k.$ n.E.k.$	BACKOFF-2	min1i2i3
E.k.s	LOOKUP_DEDIAC-1	min1i2i3
E.l.f	BACKOFF-1	min1i2i3
n.E.m	LOOKUP_DEDIAC-1	min2i3
E.m.l	BACKOFF-1	min1i2i3
E.q.d	LOOKUP_DEDIAC-1	min1i2i3
E.q.r	BACKOFF-1	min1i2i3
E.r.f	BACKOFF-1	min1i2i3
E.S.r	BACKOFF-1	min1i2i3
E.w.j n.E.j	BACKOFF-2	min1i2i3
E.z.l	LOOKUP_DEDIAC-1	min1i2i3
E.z.m	BACKOFF-1	min1i2i3
n.f.$	BACKOFF-1	mi12a3~
n.f.D	LOOKUP_DEDIAC-1	mi12a3~
m.n.f.k n.f.k	BACKOFF_NO_GOLD_ROOT-2	1i23a4~
f.$.x	BACKOFF-1	min1i2i3
f.d.g	BACKOFF-1	min1i2i3
f.D.H	BACKOFF-1	min1i2i3
r.k.y	BACKOFF-1	mi1A2i3~ap
f.E.l	LOOKUP_DEDIAC-1	min1i2i3
f.H.m	BACKOFF-1	min1i2i3
r.m.m	LOOKUP_DEDIAC-1	mi1a2~ap
m.r.m.$.t	BACKOFF_NO_GOLD_ROOT-1	1i2a3~i4A5iy
f.h.m	BACKOFF-1	min1i2i3
f.H.r	BACKOFF-1	min1i2i3
f.H.S	BACKOFF-1	min1i2i3
f.H.t	BACKOFF-1	min1i2i3
m.r.n	LOOKUP_DIAC-1	1i2A3
m.r.n	LOOKUP_DIAC-1	1i2A3
f.j.E	BACKOFF-1	min1i2i3
f.j.r	LOOKUP_DEDIAC-1	min1i2i3
f.l.q	BACKOFF-1	min1i2i3
r.q.m	LOOKUP_DEDIAC-1	mi1a2~a3
f.l.t	BACKOFF-1	min1i2i3
f.l.T	BACKOFF-1	min1i2i3
f.q.$	BACKOFF-1	min1i2i3
r.q.b	LOOKUP_DEDIAC-1	mi1A23ap
f.q.d	BACKOFF-1	min1i2i3
f.q.E	BACKOFF-1	min1i2i3
f.q.s	BACKOFF-1	min1i2i3
f.r.$	BACKOFF-1	min1i2i3
f.r.d	LOOKUP_DEDIAC-1	min1i2i3
f.r.D	BACKOFF-1	min1i2i3
f.r.k	BACKOFF-1	min1i2i3
f.r.m	BACKOFF-1	min1i2i3
f.r.q	BACKOFF-1	min1i2i3
f.r.s	BACKOFF-1	min1i2i3
r.s.l	LOOKUP_DEDIAC-1	mi1A23ap
